PRICE_NG_SPEC,PRICE_eMET_SPEC,PRICE_H2_SPEC,PRICE_NH3_SPEC,CC_VRE_VRE1,CC_VRE_VRE3,CC_ES_ES1,cluster,Fitness
73.0,227.0,20.0,130.0,115000.0,203100.0,10010.0,1,8406804.356207907
50.0,136.0,95.0,26.0,115000.0,355100.0,10010.0,3,9532176.384038491
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,4,8525354.446570016
64.0,136.0,95.0,26.0,115000.0,203100.0,10010.0,1,8638391.540721228
73.0,227.0,20.0,78.0,142500.0,203100.0,10010.0,2,8922139.02024581
73.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,1,8645462.589606484
73.0,136.0,132.0,26.0,115000.0,355100.0,10010.0,1,10741226.265233604
50.0,318.0,170.0,130.0,142500.0,203100.0,10010.0,1,11744032.292370174
50.0,182.0,20.0,26.0,115000.0,203100.0,10010.0,1,8837360.345978327
50.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,8274286.154951252
64.0,136.0,20.0,78.0,115000.0,507000.0,21710.0,3,8776285.003141623
64.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,7988164.07266919
73.0,318.0,20.0,78.0,203000.0,203100.0,10010.0,4,8537831.555933502
73.0,182.0,95.0,26.0,115000.0,203100.0,42380.0,0,11964346.026988069
73.0,136.0,170.0,26.0,203000.0,355100.0,21710.0,1,11996440.813321212
50.0,227.0,20.0,130.0,142500.0,507000.0,21710.0,0,9774803.029209709
73.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,8476246.664996631
73.0,318.0,20.0,130.0,115000.0,203100.0,21710.0,0,11276739.090989295
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,7882228.061104767
50.0,136.0,57.0,78.0,115000.0,203100.0,42380.0,3,10599784.324528074
73.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,1,8444794.428608935
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7939289.574387035
64.0,136.0,95.0,26.0,115000.0,355100.0,10010.0,3,9748081.984013306
73.0,318.0,170.0,130.0,142500.0,203100.0,10010.0,1,10050906.48306726
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8037515.779549144
73.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7939418.497310008
73.0,273.0,20.0,78.0,115000.0,355100.0,10010.0,3,8864259.227727583
64.0,227.0,20.0,78.0,115000.0,507000.0,42380.0,4,11825590.524617374
50.0,318.0,20.0,78.0,115000.0,355100.0,42380.0,4,10373930.256904105
50.0,273.0,20.0,26.0,115000.0,507000.0,21710.0,3,8544369.44677164
64.0,227.0,20.0,78.0,203000.0,507000.0,21710.0,2,11949492.17420814
73.0,136.0,20.0,26.0,142500.0,203100.0,10010.0,1,7942168.398975481
73.0,136.0,57.0,130.0,115000.0,507000.0,10010.0,3,10695364.6948084
50.0,182.0,95.0,26.0,203000.0,203100.0,10010.0,3,11926489.45871368
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8503751.950612763
64.0,136.0,20.0,130.0,142500.0,507000.0,10010.0,4,11153712.784345914
73.0,136.0,57.0,78.0,115000.0,355100.0,10010.0,3,11306991.230488136
73.0,136.0,20.0,26.0,115000.0,507000.0,10010.0,3,7803737.218309816
64.0,227.0,95.0,78.0,115000.0,203100.0,21710.0,4,9906507.67339768
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8168802.864364252
73.0,273.0,20.0,130.0,115000.0,355100.0,42380.0,3,9729459.524412269
64.0,136.0,95.0,130.0,203000.0,203100.0,10010.0,4,10477907.087151757
50.0,273.0,20.0,26.0,115000.0,203100.0,42380.0,4,9088555.19694425
73.0,273.0,20.0,26.0,115000.0,507000.0,10010.0,1,11443122.187042762
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,3,8216627.912471346
50.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,7960069.099452647
50.0,136.0,95.0,130.0,115000.0,355100.0,10010.0,3,9423625.175885284
64.0,318.0,20.0,78.0,203000.0,203100.0,10010.0,3,8759114.384624505
73.0,182.0,20.0,78.0,115000.0,203100.0,42380.0,1,8780325.86201988
50.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,7810428.072537081
64.0,136.0,20.0,130.0,142500.0,507000.0,10010.0,1,11258444.2057852
64.0,182.0,132.0,78.0,203000.0,203100.0,21710.0,4,11005112.267808454
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7956461.504181868
50.0,227.0,20.0,78.0,115000.0,355100.0,21710.0,3,8658007.825949792
64.0,136.0,132.0,130.0,115000.0,355100.0,10010.0,3,11830788.592562065
50.0,136.0,20.0,130.0,203000.0,355100.0,10010.0,3,9568748.353223082
64.0,318.0,20.0,78.0,142500.0,203100.0,21710.0,3,10708917.230997056
50.0,182.0,20.0,78.0,203000.0,355100.0,10010.0,3,9987720.320128568
50.0,136.0,170.0,26.0,142500.0,203100.0,21710.0,3,10590174.854132378
50.0,273.0,20.0,130.0,115000.0,203100.0,10010.0,1,8474845.712456867
64.0,136.0,20.0,130.0,115000.0,203100.0,21710.0,3,8476925.563630542
50.0,182.0,20.0,78.0,115000.0,507000.0,10010.0,3,8209023.048059867
73.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7987341.401291759
50.0,136.0,20.0,78.0,142500.0,355100.0,10010.0,3,10849676.339876017
64.0,136.0,20.0,130.0,203000.0,203100.0,10010.0,1,9785003.066138104
50.0,136.0,20.0,78.0,115000.0,355100.0,42380.0,3,9584739.395394722
64.0,318.0,20.0,26.0,115000.0,507000.0,10010.0,3,8242179.611905701
64.0,136.0,20.0,130.0,115000.0,355100.0,21710.0,3,8727032.642609235
50.0,136.0,20.0,78.0,203000.0,203100.0,21710.0,4,8283540.74289478
50.0,318.0,20.0,78.0,115000.0,203100.0,10010.0,4,8563241.32589543
64.0,136.0,20.0,78.0,115000.0,203100.0,21710.0,1,8653982.950040573
50.0,136.0,20.0,78.0,203000.0,203100.0,42380.0,4,10300848.676962037
50.0,136.0,20.0,78.0,142500.0,355100.0,10010.0,3,8571247.685282782
50.0,136.0,20.0,78.0,142500.0,355100.0,10010.0,3,8592859.105670488
50.0,227.0,20.0,130.0,203000.0,355100.0,42380.0,1,11614281.05815863
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7956461.504017706
50.0,318.0,95.0,78.0,115000.0,203100.0,21710.0,1,10231756.883876998
64.0,318.0,20.0,78.0,115000.0,507000.0,10010.0,3,8447431.856206536
50.0,227.0,57.0,78.0,115000.0,355100.0,21710.0,3,10864820.999105563
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8337707.034732649
73.0,182.0,20.0,78.0,142500.0,507000.0,42380.0,3,9723679.359150162
50.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,3,7986672.883096122
50.0,136.0,170.0,26.0,115000.0,355100.0,10010.0,3,9341546.696928997
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8503774.38034057
73.0,136.0,20.0,26.0,203000.0,203100.0,10010.0,3,9401995.001997178
50.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,7987481.454549482
73.0,273.0,20.0,130.0,115000.0,203100.0,21710.0,3,8984707.801250422
50.0,136.0,20.0,130.0,115000.0,507000.0,42380.0,4,11978591.439714791
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8503913.329212768
73.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7911566.436257124
50.0,318.0,20.0,130.0,142500.0,355100.0,42380.0,3,10287976.657170596
50.0,136.0,170.0,130.0,142500.0,507000.0,21710.0,3,11303908.692271687
73.0,182.0,20.0,78.0,142500.0,355100.0,10010.0,3,9384262.468924938
50.0,273.0,132.0,26.0,115000.0,355100.0,10010.0,3,9853868.01377533
50.0,136.0,20.0,78.0,115000.0,355100.0,42380.0,3,10033884.33081086
73.0,273.0,20.0,78.0,142500.0,203100.0,10010.0,3,9043716.99990635
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8405007.06330305
50.0,318.0,20.0,130.0,115000.0,203100.0,42380.0,1,8863962.23019382
73.0,318.0,20.0,78.0,115000.0,355100.0,10010.0,1,9842950.069957208
64.0,136.0,20.0,78.0,142500.0,507000.0,42380.0,3,10792208.019285548
64.0,182.0,20.0,130.0,142500.0,203100.0,10010.0,1,9275544.914102407
73.0,136.0,20.0,26.0,115000.0,203100.0,21710.0,1,8682368.893462013
50.0,318.0,132.0,78.0,115000.0,203100.0,10010.0,3,10122123.815780832
64.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,8135813.330121909
64.0,227.0,20.0,78.0,115000.0,203100.0,10010.0,4,8189740.545935824
50.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,3,8165859.135733413
64.0,136.0,132.0,130.0,142500.0,355100.0,21710.0,3,11852094.307640497
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,7873155.345731319
64.0,318.0,20.0,130.0,115000.0,355100.0,10010.0,3,8336000.776185629
73.0,273.0,20.0,78.0,203000.0,203100.0,10010.0,1,8599012.167366413
50.0,136.0,20.0,130.0,203000.0,355100.0,10010.0,3,9873532.95287028
50.0,136.0,20.0,130.0,115000.0,355100.0,42380.0,3,9503862.85555382
50.0,318.0,20.0,130.0,142500.0,355100.0,21710.0,3,9706921.06686746
64.0,136.0,132.0,130.0,142500.0,355100.0,21710.0,1,11846383.982781751
73.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,1,9038727.874669896
73.0,136.0,20.0,26.0,115000.0,355100.0,21710.0,4,9867579.239651268
50.0,136.0,20.0,26.0,203000.0,355100.0,10010.0,3,9350750.239667231
64.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,7996422.217113221
50.0,136.0,20.0,78.0,142500.0,507000.0,10010.0,4,10752387.054344634
73.0,227.0,57.0,130.0,115000.0,203100.0,10010.0,3,10509730.331290836
50.0,136.0,20.0,78.0,142500.0,355100.0,10010.0,3,8498374.815752428
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,7795700.072553431
73.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7961089.778825033
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7846493.001278258
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8167965.886681665
73.0,136.0,20.0,26.0,142500.0,203100.0,10010.0,1,7942114.576696291
64.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,8088722.575445746
50.0,227.0,20.0,78.0,115000.0,203100.0,21710.0,3,8909818.797046037
73.0,273.0,20.0,78.0,142500.0,203100.0,10010.0,3,9020481.375209004
73.0,227.0,20.0,130.0,115000.0,507000.0,10010.0,3,8399493.350162277
50.0,273.0,20.0,78.0,203000.0,355100.0,10010.0,3,9910504.38871182
64.0,136.0,132.0,26.0,142500.0,355100.0,21710.0,3,10549225.73822421
50.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,3,7915141.206116058
73.0,136.0,57.0,26.0,115000.0,203100.0,10010.0,1,8826407.155190919
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,7982574.415723072
50.0,136.0,132.0,130.0,115000.0,355100.0,21710.0,3,10167035.497805754
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7775123.572891571
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,8000052.924774683
73.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,1,7922680.005321445
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7954608.689277641
64.0,136.0,20.0,26.0,142500.0,355100.0,10010.0,3,9673923.475122027
73.0,136.0,20.0,78.0,115000.0,203100.0,42380.0,1,8714672.09789911
50.0,182.0,132.0,26.0,142500.0,203100.0,10010.0,4,10368384.164226638
73.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7715374.59072126
50.0,136.0,95.0,78.0,142500.0,507000.0,10010.0,3,11404571.187283045
73.0,136.0,170.0,26.0,115000.0,203100.0,10010.0,3,9897231.7963056
50.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,4,8064452.032138656
64.0,136.0,20.0,78.0,115000.0,355100.0,21710.0,3,8536699.114062563
73.0,136.0,20.0,78.0,115000.0,355100.0,42380.0,4,11064097.6471268
73.0,136.0,20.0,78.0,203000.0,203100.0,21710.0,3,11132203.093265364
64.0,227.0,20.0,26.0,115000.0,355100.0,10010.0,3,7879754.77515823
50.0,136.0,20.0,78.0,142500.0,203100.0,10010.0,3,10040949.603769394
64.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7947693.945098697
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7955873.965129099
73.0,136.0,20.0,26.0,142500.0,203100.0,10010.0,1,7941960.569638449
73.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,8359444.8612445295
50.0,136.0,170.0,26.0,115000.0,203100.0,10010.0,3,9428496.22684465
73.0,318.0,20.0,26.0,115000.0,507000.0,10010.0,3,8482230.804716382
64.0,182.0,57.0,78.0,142500.0,507000.0,21710.0,3,11066752.97883047
73.0,136.0,20.0,78.0,115000.0,203100.0,21710.0,4,8785587.267101722
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7956461.504181224
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7953511.304478426
50.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,7995287.355677389
73.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,3,7873050.770243322
73.0,182.0,170.0,130.0,115000.0,507000.0,21710.0,3,11745905.399168788
50.0,136.0,57.0,26.0,142500.0,355100.0,21710.0,3,10168797.195125513
73.0,273.0,20.0,130.0,115000.0,355100.0,21710.0,4,10112222.82219715
50.0,182.0,20.0,26.0,203000.0,507000.0,42380.0,3,11302765.952839646
64.0,182.0,20.0,130.0,142500.0,203100.0,10010.0,3,8705651.07247629
73.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7940801.959761377
64.0,136.0,20.0,130.0,115000.0,507000.0,21710.0,3,8517349.283923168
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8724130.904686311
50.0,136.0,95.0,78.0,142500.0,203100.0,21710.0,3,10737038.4333054
73.0,318.0,20.0,130.0,115000.0,507000.0,10010.0,1,9390629.741623793
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,3,8174441.274897292
73.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,3,9117710.026699996
50.0,136.0,20.0,130.0,115000.0,203100.0,42380.0,3,9368355.89878928
64.0,273.0,95.0,78.0,115000.0,203100.0,10010.0,4,11462478.095100764
50.0,136.0,20.0,130.0,142500.0,355100.0,10010.0,3,8679673.785454689
73.0,136.0,20.0,78.0,142500.0,203100.0,10010.0,3,9568156.809934026
73.0,318.0,20.0,130.0,115000.0,355100.0,42380.0,3,9904168.677954366
50.0,182.0,20.0,78.0,142500.0,355100.0,10010.0,3,8680982.274517994
50.0,273.0,132.0,78.0,142500.0,507000.0,10010.0,3,11753792.104758875
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,8312817.186179968
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,7945677.769180537
50.0,182.0,20.0,130.0,115000.0,203100.0,21710.0,4,8564570.841615677
73.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,1,8116994.370403802
64.0,136.0,20.0,130.0,115000.0,507000.0,42380.0,1,11588439.159237163
50.0,136.0,57.0,78.0,115000.0,507000.0,21710.0,3,10454477.408489872
50.0,136.0,170.0,78.0,142500.0,203100.0,10010.0,4,10662296.965381498
50.0,273.0,20.0,78.0,142500.0,355100.0,21710.0,3,9994262.573754849
73.0,227.0,170.0,26.0,115000.0,203100.0,10010.0,3,10324319.9662498
50.0,273.0,20.0,26.0,203000.0,355100.0,10010.0,4,11987037.192500146
50.0,136.0,132.0,26.0,115000.0,355100.0,42380.0,3,10131802.793244474
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7931399.259512393
50.0,136.0,170.0,130.0,115000.0,355100.0,10010.0,4,11758872.470747732
64.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,3,8443886.666995738
64.0,227.0,20.0,130.0,142500.0,203100.0,21710.0,3,9463918.75821862
50.0,227.0,20.0,26.0,115000.0,355100.0,10010.0,3,8224989.856375952
50.0,318.0,132.0,130.0,115000.0,507000.0,10010.0,3,10102843.65877157
64.0,136.0,95.0,78.0,115000.0,507000.0,21710.0,3,11531176.271422964
64.0,182.0,20.0,78.0,115000.0,507000.0,10010.0,3,8233011.315028479
50.0,136.0,95.0,26.0,203000.0,507000.0,10010.0,3,11260313.738384694
73.0,136.0,20.0,26.0,203000.0,203100.0,42380.0,1,8511877.123384804
50.0,136.0,20.0,26.0,115000.0,507000.0,10010.0,3,7967581.600557546
64.0,136.0,20.0,26.0,203000.0,507000.0,21710.0,1,11052585.43619155
64.0,136.0,20.0,78.0,203000.0,507000.0,10010.0,3,9248867.064637924
64.0,227.0,20.0,130.0,203000.0,355100.0,10010.0,1,10159711.76261038
64.0,136.0,20.0,78.0,115000.0,203100.0,42380.0,1,8890193.03304616
50.0,318.0,20.0,78.0,142500.0,507000.0,10010.0,3,8950076.867797203
50.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,3,8781044.415624399
50.0,136.0,20.0,130.0,142500.0,203100.0,42380.0,4,8709228.196662556
50.0,136.0,20.0,78.0,203000.0,203100.0,10010.0,4,8191819.076949251
50.0,182.0,20.0,130.0,115000.0,355100.0,10010.0,0,9126880.299574634
64.0,182.0,20.0,26.0,115000.0,355100.0,10010.0,3,8443342.559794912
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8081063.716864036
50.0,227.0,20.0,78.0,115000.0,507000.0,10010.0,3,8229080.968206334
64.0,136.0,20.0,130.0,203000.0,203100.0,21710.0,1,8448365.550614033
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7735090.475575606
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7794029.889132435
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7918023.724253935
64.0,136.0,20.0,78.0,115000.0,507000.0,42380.0,4,11644466.29020134
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7935934.925930259
64.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,3,8575677.487640651
73.0,136.0,20.0,26.0,115000.0,507000.0,10010.0,3,8014236.54927849
50.0,318.0,20.0,78.0,142500.0,355100.0,10010.0,3,8745165.4037684
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7816220.370057477
64.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7982384.930318639
64.0,136.0,20.0,130.0,115000.0,203100.0,42380.0,1,9185602.872727182
73.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,8089880.100195415
50.0,318.0,20.0,78.0,115000.0,203100.0,10010.0,3,9137983.761908611
73.0,227.0,20.0,26.0,203000.0,203100.0,42380.0,1,8934965.365077596
50.0,136.0,132.0,78.0,115000.0,355100.0,42380.0,3,11648148.604402544
50.0,136.0,170.0,130.0,203000.0,355100.0,10010.0,3,11464210.914999804
64.0,136.0,95.0,78.0,203000.0,203100.0,10010.0,4,10378760.300908176
50.0,273.0,132.0,130.0,115000.0,203100.0,42380.0,1,11824452.328663113
50.0,136.0,170.0,26.0,203000.0,203100.0,10010.0,3,11208838.486210149
73.0,182.0,20.0,78.0,115000.0,355100.0,10010.0,3,8226173.119866661
50.0,182.0,95.0,130.0,115000.0,355100.0,42380.0,3,11855687.523292309
64.0,182.0,20.0,78.0,115000.0,355100.0,21710.0,3,8823392.92675961
73.0,136.0,20.0,26.0,203000.0,203100.0,42380.0,1,9171401.23343349
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7890804.888248006
73.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,3,7704793.542782414
50.0,182.0,20.0,78.0,115000.0,355100.0,10010.0,3,8287217.223330417
73.0,136.0,132.0,78.0,142500.0,203100.0,10010.0,1,10349542.951159611
50.0,136.0,20.0,78.0,115000.0,355100.0,21710.0,3,8744830.395582633
73.0,136.0,20.0,26.0,115000.0,355100.0,10010.0,3,9135135.973757971
73.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,8050156.656863393
73.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,7705047.413225099
64.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7937823.401570113
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7863821.188764465
50.0,136.0,57.0,78.0,115000.0,203100.0,10010.0,3,10662465.411120992
50.0,227.0,20.0,130.0,115000.0,203100.0,21710.0,1,8937458.908608142
64.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7935067.869810422
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7954608.6896326365
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7852264.524580392
73.0,136.0,20.0,130.0,142500.0,507000.0,10010.0,3,8632736.470643451
64.0,182.0,20.0,130.0,203000.0,507000.0,21710.0,4,11330790.784015324
64.0,136.0,20.0,130.0,115000.0,203100.0,42380.0,1,8821994.393734768
50.0,136.0,95.0,130.0,115000.0,355100.0,10010.0,3,9879600.41973934
50.0,136.0,20.0,78.0,115000.0,507000.0,42380.0,3,9748249.68893428
64.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7859301.823059633
73.0,136.0,20.0,26.0,115000.0,203100.0,21710.0,4,8785587.266904015
73.0,136.0,20.0,78.0,142500.0,203100.0,10010.0,1,8078073.294293262
73.0,182.0,20.0,130.0,115000.0,203100.0,10010.0,3,8119393.56012539
73.0,136.0,20.0,130.0,115000.0,203100.0,42380.0,1,9144473.5222837
50.0,136.0,20.0,78.0,142500.0,203100.0,42380.0,1,8845014.936668567
50.0,136.0,132.0,78.0,142500.0,355100.0,42380.0,3,11756816.546240432
50.0,136.0,132.0,130.0,203000.0,507000.0,10010.0,3,11730995.75986103
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7676216.410482315
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7814946.01335538
64.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7962119.735041907
73.0,318.0,170.0,130.0,115000.0,203100.0,10010.0,1,10087393.757290171
50.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,7982574.415780339
73.0,136.0,20.0,78.0,203000.0,507000.0,42380.0,3,10596804.235405592
64.0,136.0,95.0,26.0,115000.0,203100.0,10010.0,4,9741960.814819
50.0,182.0,20.0,78.0,115000.0,355100.0,21710.0,3,9556121.822582426
50.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,7892364.626123897
73.0,227.0,57.0,130.0,115000.0,203100.0,10010.0,3,10614157.746913794
50.0,136.0,95.0,26.0,115000.0,355100.0,10010.0,4,11798469.952994054
73.0,136.0,20.0,78.0,203000.0,355100.0,10010.0,3,9560387.986709077
64.0,318.0,20.0,78.0,115000.0,203100.0,10010.0,2,8272294.673672182
50.0,318.0,20.0,78.0,203000.0,355100.0,10010.0,3,10326402.952179592
64.0,182.0,95.0,130.0,115000.0,203100.0,10010.0,1,10710053.88417929
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,3,8392952.261742786
50.0,136.0,132.0,26.0,115000.0,507000.0,10010.0,3,9417474.32952084
73.0,136.0,132.0,78.0,115000.0,203100.0,21710.0,4,11075797.411017723
73.0,273.0,57.0,130.0,115000.0,203100.0,10010.0,1,10683109.04587088
64.0,318.0,20.0,78.0,142500.0,203100.0,21710.0,1,9089084.892706202
73.0,136.0,132.0,26.0,142500.0,203100.0,42380.0,3,10819916.000609372
64.0,318.0,20.0,78.0,115000.0,355100.0,10010.0,3,8529064.197557101
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,3,7995287.221961388
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8001208.739383011
50.0,182.0,132.0,78.0,142500.0,203100.0,10010.0,4,10588550.28357245
73.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,8174814.244776027
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7745552.110980318
64.0,136.0,132.0,78.0,142500.0,355100.0,10010.0,3,10723547.480737563
64.0,227.0,20.0,78.0,115000.0,355100.0,42380.0,3,9799007.709434882
50.0,227.0,20.0,78.0,115000.0,203100.0,10010.0,4,8321555.688517914
50.0,136.0,20.0,130.0,142500.0,507000.0,21710.0,3,9102012.006771415
73.0,182.0,20.0,130.0,142500.0,203100.0,10010.0,1,8291276.054857216
50.0,182.0,20.0,130.0,115000.0,203100.0,10010.0,1,8563408.255514238
50.0,136.0,95.0,130.0,203000.0,355100.0,10010.0,3,11201818.772256574
73.0,136.0,20.0,130.0,142500.0,355100.0,10010.0,1,9707017.14781867
50.0,227.0,20.0,26.0,115000.0,355100.0,10010.0,3,8715731.230697718
64.0,182.0,170.0,78.0,115000.0,355100.0,10010.0,3,10610255.15323408
73.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,7718410.9762372095
64.0,136.0,132.0,78.0,142500.0,203100.0,21710.0,1,11839775.933818055
50.0,136.0,20.0,26.0,203000.0,203100.0,10010.0,1,8294639.877559566
73.0,273.0,20.0,26.0,142500.0,203100.0,21710.0,1,8685857.961423488
73.0,136.0,57.0,78.0,115000.0,355100.0,10010.0,1,11685490.791404402
50.0,136.0,57.0,130.0,115000.0,355100.0,10010.0,3,10588166.440236207
73.0,136.0,20.0,130.0,115000.0,203100.0,10010.0,1,8039050.040197139
73.0,136.0,20.0,78.0,203000.0,355100.0,10010.0,3,9459418.770444024
64.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,8067520.328990789
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7852264.524017583
50.0,136.0,20.0,78.0,115000.0,355100.0,10010.0,3,7954149.615906426
73.0,182.0,20.0,130.0,203000.0,203100.0,42380.0,3,11509653.241614427
50.0,136.0,132.0,78.0,142500.0,355100.0,10010.0,4,11674675.47946815
73.0,136.0,132.0,130.0,142500.0,507000.0,21710.0,3,11531394.31273203
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7817255.239785976
73.0,318.0,20.0,130.0,203000.0,203100.0,21710.0,1,8889049.365614988
50.0,273.0,20.0,130.0,115000.0,203100.0,10010.0,4,8087735.976479231
73.0,136.0,20.0,26.0,115000.0,203100.0,10010.0,1,7914245.286816915
73.0,136.0,20.0,130.0,142500.0,203100.0,10010.0,1,8105972.37924302
64.0,136.0,20.0,130.0,115000.0,507000.0,21710.0,4,11217956.04693477
64.0,136.0,20.0,130.0,203000.0,203100.0,42380.0,4,9350823.98289719
64.0,136.0,20.0,130.0,142500.0,203100.0,21710.0,1,8632656.42715647
50.0,136.0,20.0,130.0,115000.0,355100.0,10010.0,3,7917423.39861077
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7932542.224235664
50.0,136.0,20.0,78.0,115000.0,203100.0,10010.0,4,7836224.728071597
50.0,318.0,20.0,78.0,142500.0,355100.0,10010.0,3,8699535.720987743
73.0,136.0,132.0,130.0,115000.0,203100.0,21710.0,1,11044503.742761971
50.0,136.0,20.0,78.0,115000.0,507000.0,10010.0,3,7822698.845487909
73.0,136.0,20.0,26.0,142500.0,203100.0,10010.0,1,7754853.785030337
64.0,136.0,20.0,130.0,115000.0,203100.0,21710.0,1,8151480.7840051
64.0,227.0,20.0,26.0,115000.0,203100.0,10010.0,3,8226775.675127697
73.0,136.0,170.0,26.0,115000.0,355100.0,42380.0,3,11413076.88984959
64.0,273.0,20.0,78.0,142500.0,203100.0,42380.0,3,9458353.093654815
